Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Compared to Region value or percentiles,Time period Sortable,New data,Compared to goal,Time period range
93867,Air pollution: fine particulate matter (new method - concentrations of total PM2.5),,,E92000001,England,England,Not applicable,Not applicable,"District & UA deprivation deciles in England (IMD2019, 4/21 geography)",Second least deprived decile (IMD2019),2020,7.22550435992428,,,,,,,,Cannot be calculated,Not compared,Not compared,20200000,,,1y
93867,Air pollution: fine particulate matter (new method - concentrations of total PM2.5),,,E92000001,England,England,Not applicable,Not applicable,"District & UA deprivation deciles in England (IMD2019, 4/21 geography)",Least deprived decile (IMD2019),2020,7.88256357208185,,,,,,,,Cannot be calculated,Not compared,Not compared,20200000,,,1y
93867,Air pollution: fine particulate matter (new method - concentrations of total PM2.5),E92000001,England,E12000007,London region,Region,Not applicable,Not applicable,,,2020,9.57593,,,,,,,,Cannot be calculated,Not compared,Not compared,20200000,,,1y
93867,Air pollution: fine particulate matter (new method - concentrations of total PM2.5),E12000007,London region,E09000001,City of London,Counties & UAs (from Apr 2021),Not applicable,Not applicable,,,2020,10.23328,,,,,,,,Cannot be calculated,Not compared,Not compared,20200000,,,1y
93867,Air pollution: fine particulate matter (new method - concentrations of total PM2.5),E12000007,London region,E09000002,Barking and Dagenham,Counties & UAs (from Apr 2021),Not applicable,Not applicable,,,2020,9.99997,,,,,,,,Cannot be calculated,Not compared,Not compared,20200000,,,1y
93867,Air pollution: fine particulate matter (new method - concentrations of total PM2.5),E12000007,London region,E09000003,Barnet,Counties & UAs (from Apr 2021),Not applicable,Not applicable,,,2020,8.87294,,,,,,,,Cannot be calculated,Not compared,Not compared,20200000,,,1y
93867,Air pollution: fine particulate matter (new method - concentrations of total PM2.5),E12000007,London region,E09000004,Bexley,Counties & UAs (from Apr 2021),Not applicable,Not applicable,,,2020,9.29197,,,,,,,,Cannot be calculated,Not compared,Not compared,20200000,,,1y
93867,Air pollution: fine particulate matter (new method - concentrations of total PM2.5),E12000007,London region,E09000005,Brent,Counties & UAs (from Apr 2021),Not applicable,Not applicable,,,2020,9.2678,,,,,,,,Cannot be calculated,Not compared,Not compared,20200000,,,1y
93867,Air pollution: fine particulate matter (new method - concentrations of total PM2.5),E12000007,London region,E09000006,Bromley,Counties & UAs (from Apr 2021),Not applicable,Not applicable,,,2020,8.80661,,,,,,,,Cannot be calculated,Not compared,Not compared,20200000,,,1y
93867,Air pollution: fine particulate matter (new method - concentrations of total PM2.5),E12000007,London region,E09000007,Camden,Counties & UAs (from Apr 2021),Not applicable,Not applicable,,,2020,9.75428,,,,,,,,Cannot be calculated,Not compared,Not compared,20200000,,,1y
93867,Air pollution: fine particulate matter (new method - concentrations of total PM2.5),E12000007,London region,E09000008,Croydon,Counties & UAs (from Apr 2021),Not applicable,Not applicable,,,2020,9.31356,,,,,,,,Cannot be calculated,Not compared,Not compared,20200000,,,1y
93867,Air pollution: fine particulate matter (new method - concentrations of total PM2.5),E12000007,London region,E09000009,Ealing,Counties & UAs (from Apr 2021),Not applicable,Not applicable,,,2020,9.24001,,,,,,,,Cannot be calculated,Not compared,Not compared,20200000,,,1y
93867,Air pollution: fine particulate matter (new method - concentrations of total PM2.5),E12000007,London region,E09000010,Enfield,Counties & UAs (from Apr 2021),Not applicable,Not applicable,,,2020,9.24295,,,,,,,,Cannot be calculated,Not compared,Not compared,20200000,,,1y
93867,Air pollution: fine particulate matter (new method - concentrations of total PM2.5),E12000007,London region,E09000011,Greenwich,Counties & UAs (from Apr 2021),Not applicable,Not applicable,,,2020,9.70278,,,,,,,,Cannot be calculated,Not compared,Not compared,20200000,,,1y
93867,Air pollution: fine particulate matter (new method - concentrations of total PM2.5),E12000007,London region,E09000012,Hackney,Counties & UAs (from Apr 2021),Not applicable,Not applicable,,,2020,10.13439,,,,,,,,Cannot be calculated,Not compared,Not compared,20200000,,,1y
93867,Air pollution: fine particulate matter (new method - concentrations of total PM2.5),E12000007,London region,E09000013,Hammersmith and Fulham,Counties & UAs (from Apr 2021),Not applicable,Not applicable,,,2020,9.93427,,,,,,,,Cannot be calculated,Not compared,Not compared,20200000,,,1y
93867,Air pollution: fine particulate matter (new method - concentrations of total PM2.5),E12000007,London region,E09000014,Haringey,Counties & UAs (from Apr 2021),Not applicable,Not applicable,,,2020,9.74295,,,,,,,,Cannot be calculated,Not compared,Not compared,20200000,,,1y
93867,Air pollution: fine particulate matter (new method - concentrations of total PM2.5),E12000007,London region,E09000015,Harrow,Counties & UAs (from Apr 2021),Not applicable,Not applicable,,,2020,8.67877,,,,,,,,Cannot be calculated,Not compared,Not compared,20200000,,,1y
93867,Air pollution: fine particulate matter (new method - concentrations of total PM2.5),E12000007,London region,E09000016,Havering,Counties & UAs (from Apr 2021),Not applicable,Not applicable,,,2020,8.85721,,,,,,,,Cannot be calculated,Not compared,Not compared,20200000,,,1y
93867,Air pollution: fine particulate matter (new method - concentrations of total PM2.5),E12000007,London region,E09000017,Hillingdon,Counties & UAs (from Apr 2021),Not applicable,Not applicable,,,2020,8.62033,,,,,,,,Cannot be calculated,Not compared,Not compared,20200000,,,1y
93867,Air pollution: fine particulate matter (new method - concentrations of total PM2.5),E12000007,London region,E09000018,Hounslow,Counties & UAs (from Apr 2021),Not applicable,Not applicable,,,2020,9.13127,,,,,,,,Cannot be calculated,Not compared,Not compared,20200000,,,1y
93867,Air pollution: fine particulate matter (new method - concentrations of total PM2.5),E12000007,London region,E09000019,Islington,Counties & UAs (from Apr 2021),Not applicable,Not applicable,,,2020,10.06065,,,,,,,,Cannot be calculated,Not compared,Not compared,20200000,,,1y
93867,Air pollution: fine particulate matter (new method - concentrations of total PM2.5),E12000007,London region,E09000020,Kensington and Chelsea,Counties & UAs (from Apr 2021),Not applicable,Not applicable,,,2020,10.0684,,,,,,,,Cannot be calculated,Not compared,Not compared,20200000,,,1y
93867,Air pollution: fine particulate matter (new method - concentrations of total PM2.5),E12000007,London region,E09000021,Kingston upon Thames,Counties & UAs (from Apr 2021),Not applicable,Not applicable,,,2020,9.05501,,,,,,,,Cannot be calculated,Not compared,Not compared,20200000,,,1y
93867,Air pollution: fine particulate matter (new method - concentrations of total PM2.5),E12000007,London region,E09000022,Lambeth,Counties & UAs (from Apr 2021),Not applicable,Not applicable,,,2020,10.16211,,,,,,,,Cannot be calculated,Not compared,Not compared,20200000,,,1y
93867,Air pollution: fine particulate matter (new method - concentrations of total PM2.5),E12000007,London region,E09000023,Lewisham,Counties & UAs (from Apr 2021),Not applicable,Not applicable,,,2020,10.02123,,,,,,,,Cannot be calculated,Not compared,Not compared,20200000,,,1y
93867,Air pollution: fine particulate matter (new method - concentrations of total PM2.5),E12000007,London region,E09000024,Merton,Counties & UAs (from Apr 2021),Not applicable,Not applicable,,,2020,9.72607,,,,,,,,Cannot be calculated,Not compared,Not compared,20200000,,,1y
93867,Air pollution: fine particulate matter (new method - concentrations of total PM2.5),E12000007,London region,E09000025,Newham,Counties & UAs (from Apr 2021),Not applicable,Not applicable,,,2020,10.61519,,,,,,,,Cannot be calculated,Not compared,Not compared,20200000,,,1y
93867,Air pollution: fine particulate matter (new method - concentrations of total PM2.5),E12000007,London region,E09000026,Redbridge,Counties & UAs (from Apr 2021),Not applicable,Not applicable,,,2020,9.70232,,,,,,,,Cannot be calculated,Not compared,Not compared,20200000,,,1y
93867,Air pollution: fine particulate matter (new method - concentrations of total PM2.5),E12000007,London region,E09000027,Richmond upon Thames,Counties & UAs (from Apr 2021),Not applicable,Not applicable,,,2020,9.07217,,,,,,,,Cannot be calculated,Not compared,Not compared,20200000,,,1y
93867,Air pollution: fine particulate matter (new method - concentrations of total PM2.5),E12000007,London region,E09000028,Southwark,Counties & UAs (from Apr 2021),Not applicable,Not applicable,,,2020,10.11942,,,,,,,,Cannot be calculated,Not compared,Not compared,20200000,,,1y
93867,Air pollution: fine particulate matter (new method - concentrations of total PM2.5),E12000007,London region,E09000029,Sutton,Counties & UAs (from Apr 2021),Not applicable,Not applicable,,,2020,9.20135,,,,,,,,Cannot be calculated,Not compared,Not compared,20200000,,,1y
93867,Air pollution: fine particulate matter (new method - concentrations of total PM2.5),E12000007,London region,E09000030,Tower Hamlets,Counties & UAs (from Apr 2021),Not applicable,Not applicable,,,2020,10.22783,,,,,,,,Cannot be calculated,Not compared,Not compared,20200000,,,1y
93867,Air pollution: fine particulate matter (new method - concentrations of total PM2.5),E12000007,London region,E09000031,Waltham Forest,Counties & UAs (from Apr 2021),Not applicable,Not applicable,,,2020,9.9906,,,,,,,,Cannot be calculated,Not compared,Not compared,20200000,,,1y
93867,Air pollution: fine particulate matter (new method - concentrations of total PM2.5),E12000007,London region,E09000032,Wandsworth,Counties & UAs (from Apr 2021),Not applicable,Not applicable,,,2020,9.92309,,,,,,,,Cannot be calculated,Not compared,Not compared,20200000,,,1y
93867,Air pollution: fine particulate matter (new method - concentrations of total PM2.5),E12000007,London region,E09000033,Westminster,Counties & UAs (from Apr 2021),Not applicable,Not applicable,,,2020,10.05514,,,,,,,,Cannot be calculated,Not compared,Not compared,20200000,,,1y
